id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,datefloat,renovated,bath_per_bed,skinniness,dist
9212900260,05/27/2014,468000.0,2,1.0,1160,6000,1.0,0,0.0,4,7,860,300.0,1942,1942,98115,47.69,-122.292,1330,6000,16217.0,0,0.5,1160.0,0.12386595514084042
114101516,05/28/2014,310000.0,3,1.0,1430,19901,1.5,0,0.0,4,7,1430,0.0,1927,1927,98028,47.7558,-122.229,1780,12697,16218.0,0,0.3333333333333333,953.3333333333334,0.12391127920097418
6054650070,10/07/2014,400000.0,3,1.75,1370,9680,1.0,0,0.0,4,7,1370,0.0,1977,1977,98074,47.6127,-122.045,1370,10208,16350.0,0,0.5833333333333334,1370.0,0.13578902148724153
1175000570,03/12/2015,530000.0,5,2.0,1810,4850,1.5,0,0.0,3,7,1810,0.0,1900,1900,98107,47.67,-122.39399999999999,1360,4850,16506.0,0,0.4,1206.6666666666667,0.2183294478899338
9297300055,01/24/2015,650000.0,4,3.0,2950,5000,2.0,0,3.0,3,9,1980,970.0,1979,1979,98126,47.5714,-122.375,2140,4000,16459.0,0,0.75,1475.0,0.21030408544882823
1875500060,07/31/2014,395000.0,3,2.0,1890,14040,2.0,0,0.0,3,7,1890,0.0,1994,1994,98019,47.7277,-121.962,1890,14018,16282.0,0,0.6666666666666666,945.0,0.23131897710147
6865200140,05/29/2014,485000.0,4,1.0,1600,4300,1.5,0,0.0,4,7,1600,0.0,1916,1916,98103,47.6648,-122.34299999999999,1610,4300,16219.0,0,0.25,1066.6666666666667,0.16708059142862458
16000397,12/05/2014,189000.0,2,1.0,1200,9850,1.0,0,0.0,4,7,1200,239.53230186910724,1921,1921,98002,47.3089,-122.21,1060,5095,16409.0,0,0.5,1200.0,0.3358716034917816
7983200060,04/24/2015,230000.0,3,1.0,1250,9774,1.0,0,0.0,4,7,1250,0.0,1969,1969,98003,47.3343,-122.306,1280,8850,16549.0,0,0.3333333333333333,1250.0,0.33460914832121846
6300500875,05/14/2014,385000.0,4,1.75,1620,4980,1.0,0,0.0,4,7,860,760.0,1947,1947,98133,47.7025,-122.34100000000001,1400,4980,16204.0,0,0.4375,1620.0,0.17409417451400463
2524049179,08/26/2014,2000000.0,3,2.75,3050,44867,1.0,0,4.0,3,9,2330,720.0,1968,1968,98040,47.5316,-122.23299999999999,4110,20336,16308.0,0,0.9166666666666666,3050.0,0.12469769598309427
7137970340,07/03/2014,285000.0,5,2.5,2270,6300,2.0,0,0.0,3,8,2270,0.0,1995,1995,98092,47.3266,-122.169,2240,7005,16254.0,0,0.5,1135.0,0.3166878021524381
8091400200,05/16/2014,252700.0,2,1.5,1070,9643,1.0,0,0.0,3,7,1070,0.0,1985,1985,98030,47.3533,-122.166,1220,8386,16206.0,0,0.75,1070.0,0.2900994908176903
3814700200,11/20/2014,329000.0,3,2.25,2450,6500,2.0,0,0.0,4,8,2450,0.0,1985,1985,98030,47.3739,-122.17200000000001,2200,6865,16394.0,0,0.75,1225.0,0.2693310110098741
1202000200,11/03/2014,233000.0,3,2.0,1710,4697,1.5,0,0.0,5,6,1710,0.0,1941,1941,98002,47.3048,-122.21799999999999,1030,4705,16377.0,0,0.6666666666666666,1140.0,0.3408143740302842
1794500383,06/26/2014,937000.0,3,1.75,2450,2691,2.0,0,0.0,3,8,1750,700.0,1915,1915,98119,47.6386,-122.36,1760,3573,16247.0,0,0.5833333333333334,1225.0,0.18273304034066384
3303700376,12/01/2014,667000.0,3,1.0,1400,1581,1.5,0,0.0,5,8,1400,0.0,1909,1909,98112,47.6221,-122.314,1860,3861,16405.0,0,0.3333333333333333,933.3333333333334,0.13829149777359606
5101402488,06/24/2014,438000.0,3,1.75,1520,6380,1.0,0,0.0,3,7,790,730.0,1948,1948,98115,47.695,-122.304,1520,6235,16245.0,0,0.5833333333333334,1520.0,0.1368656541115618
1873100390,03/02/2015,719000.0,4,2.5,2570,7173,2.0,0,0.0,3,8,2570,0.0,2005,2005,98052,47.7073,-122.11,2630,6026,16496.0,0,0.625,1285.0,0.09297390496860763
8562750320,11/10/2014,580500.0,3,2.5,2320,3980,2.0,0,0.0,3,8,2320,0.0,2003,2003,98027,47.5391,-122.07,2580,3980,16384.0,0,0.8333333333333334,1160.0,0.14950190446126901
2426039314,12/01/2014,280000.0,2,1.5,1190,1265,3.0,0,0.0,3,7,1190,0.0,2005,2005,98133,47.7274,-122.35700000000001,1390,1756,16405.0,0,0.75,396.6666666666667,0.1984354554460816
461000390,06/24/2014,687500.0,4,1.75,2330,5000,1.5,0,0.0,4,7,1510,820.0,1929,1929,98117,47.6823,-122.368,1460,5000,16245.0,0,0.4375,1553.3333333333333,0.19464766778125367
7589200193,11/10/2014,535000.0,3,1.0,1090,3000,1.5,0,0.0,4,8,1090,0.0,1929,1929,98117,47.6889,-122.375,1570,5080,16384.0,0,0.3333333333333333,726.6666666666666,0.20289440464820122
7955080270,12/03/2014,322500.0,4,2.75,2060,6659,1.0,0,0.0,3,7,1280,780.0,1981,1981,98058,47.4276,-122.15700000000001,2020,8720,16407.0,0,0.6875,2060.0,0.21653432841813405
9547205180,06/13/2014,696000.0,3,2.5,2300,3060,1.5,0,0.0,3,8,1510,790.0,1930,2002,98115,47.6827,-122.31,1590,3264,16234.0,1,0.8333333333333334,1533.3333333333333,0.13843696576999162
9435300030,05/28/2014,550000.0,4,1.0,1660,34848,1.0,0,0.0,1,5,930,730.0,1933,1933,98052,47.6621,-122.132,2160,11467,16218.0,0,0.25,1660.0,0.04911539616298831
2768000400,12/30/2014,640000.0,4,2.0,2360,6000,2.0,0,0.0,4,8,2360,0.0,1904,1904,98107,47.6702,-122.36200000000001,1730,4700,16434.0,0,0.5,1180.0,0.18664209927381165
7895500070,02/13/2015,240000.0,4,1.0,1220,8075,1.0,0,0.0,2,7,890,330.0,1969,1969,98001,47.3341,-122.28200000000001,1290,7800,16479.0,0,0.25,1220.0,0.3263226027402521
2078500320,06/20/2014,605000.0,4,2.5,2620,7553,2.0,0,0.0,3,8,2620,0.0,1996,1996,98056,47.5301,-122.18,2620,11884,16241.0,0,0.625,1310.0,0.11311003004599615
5547700270,07/15/2014,625000.0,4,2.5,2570,5520,2.0,0,0.0,3,9,2570,0.0,2000,2000,98074,47.6145,-122.027,2470,5669,16266.0,0,0.625,1285.0,0.15303545951829517
7766200013,08/11/2014,775000.0,4,2.25,4220,24186,1.0,0,0.0,3,8,2600,1620.0,1984,1984,98166,47.445,-122.34700000000001,2410,30617,16293.0,0,0.5625,4220.0,0.2608917487631347
7203220400,07/07/2014,861990.0,5,2.75,3595,5639,2.0,0,0.0,3,9,3595,717.5988543495338,2014,2014,98053,47.6848,-122.016,3625,5639,16258.0,0,0.55,1797.5,0.16660701367322234
9270200160,10/28/2014,685000.0,3,1.0,1570,2280,2.0,0,0.0,3,7,1570,0.0,1922,1922,98119,47.6413,-122.36399999999999,1580,2640,16371.0,0,0.3333333333333333,785.0,0.1866851257982311
1432701230,07/29/2014,309000.0,3,1.0,1280,9656,1.0,0,0.0,4,6,920,360.0,1959,1959,98058,47.4485,-122.175,1340,8808,16280.0,0,0.3333333333333333,1280.0,0.19469225329118575
8035350320,07/18/2014,488000.0,3,2.5,3160,13603,2.0,0,0.0,3,8,3160,0.0,2003,2003,98019,47.7443,-121.977,3050,9232,16269.0,0,0.8333333333333334,1580.0,0.22440012761890155
8945200830,03/25/2015,210490.0,3,1.0,990,8528,1.0,0,0.0,3,6,990,0.0,1966,1966,98023,47.3066,-122.37100000000001,1228,8840,16519.0,0,0.3333333333333333,990.0,0.38832366930210904
4178300310,07/16/2014,785000.0,4,2.5,2290,13416,2.0,0,0.0,4,9,2290,0.0,1981,1981,98007,47.6194,-122.15100000000001,2680,13685,16267.0,0,0.625,1145.0,0.035473670932633296
9215400105,04/28/2015,450000.0,3,1.75,1250,5963,1.0,0,0.0,4,7,1250,0.0,1953,1953,98115,47.6796,-122.301,970,5100,16553.0,0,0.5833333333333334,1250.0,0.12892713940588948
822039084,03/11/2015,1350000.0,3,2.5,2753,65005,1.0,1,2.0,5,9,2165,588.0,1953,1953,98070,47.4041,-122.45100000000001,2680,72513,16505.0,0,0.8333333333333334,2753.0,0.36339626644282086
5245600105,09/16/2014,228000.0,3,1.0,1190,9199,1.0,0,0.0,3,7,1190,0.0,1955,1955,98148,47.4258,-122.322,1190,9364,16329.0,0,0.3333333333333333,1190.0,0.2611214478334348
7231300125,02/17/2015,345000.0,5,2.5,3150,9134,1.0,0,0.0,4,8,1640,1510.0,1966,1966,98056,47.4934,-122.189,1990,9133,16483.0,0,0.5,3150.0,0.1502327661734962
7518505990,12/31/2014,600000.0,3,1.75,1410,4080,1.0,0,0.0,4,7,1000,410.0,1950,1950,98117,47.6808,-122.384,1410,4080,16435.0,0,0.5833333333333334,1410.0,0.21007194322288814
3626039271,02/05/2015,585000.0,2,1.75,1980,8550,1.0,0,0.0,3,7,990,990.0,1981,1981,98117,47.6989,-122.369,1480,6738,16471.0,0,0.875,1980.0,0.19961078067547516
4217401195,03/03/2015,920000.0,5,2.25,2730,6000,1.5,0,0.0,3,8,2130,600.0,1927,1927,98105,47.6571,-122.281,2730,6000,16497.0,0,0.45,1820.0,0.10460620094136934
9822700295,05/12/2014,885000.0,4,2.5,2830,5000,2.0,0,0.0,3,9,2830,0.0,1995,1995,98105,47.6597,-122.29,1950,5000,16202.0,0,0.625,1415.0,0.11388051576095479
9478500640,08/19/2014,292500.0,4,2.5,2250,4495,2.0,0,0.0,3,7,2250,0.0,2008,2008,98042,47.3663,-122.11399999999999,2250,4500,16301.0,0,0.625,1125.0,0.2840274748410311
2799800710,04/07/2015,301000.0,3,2.5,2420,4750,2.0,0,0.0,3,8,2420,0.0,2003,2003,98042,47.3663,-122.12200000000001,2690,4750,16532.0,0,0.8333333333333334,1210.0,0.28235158451012926
7922800400,08/27/2014,951000.0,5,3.25,3250,14342,2.0,0,4.0,4,8,3250,0.0,1968,1968,98008,47.588,-122.116,2960,11044,16309.0,0,0.65,1625.0,0.0824944009875922
8079040320,02/23/2015,430000.0,4,3.0,1850,9976,2.0,0,0.0,3,8,1850,0.0,1991,1991,98059,47.5059,-122.149,2270,8542,16489.0,0,0.75,925.0,0.14016997010282756
1516000055,12/10/2014,650000.0,3,2.25,2150,21235,1.0,0,3.0,4,8,1590,560.0,1959,1959,98166,47.4336,-122.339,2570,18900,16414.0,0,0.75,2150.0,0.264692502328457
9558200045,08/28/2014,289000.0,3,1.75,1260,8400,1.0,0,0.0,3,7,1260,0.0,1954,1954,98148,47.4366,-122.335,1290,8750,16310.0,0,0.5833333333333334,1260.0,0.2598773655269402
5072410070,10/21/2014,505000.0,3,1.75,2519,8690,2.0,0,0.0,5,8,2519,0.0,1973,1973,98166,47.4428,-122.344,2500,9500,16364.0,0,0.5833333333333334,1259.5,0.26063820783510105
9528102996,12/07/2014,549000.0,3,1.75,1540,1044,3.0,0,0.0,3,8,1540,0.0,2014,2014,98115,47.6765,-122.32,1580,3090,16411.0,0,0.5833333333333334,513.3333333333334,0.14651511490970787
1189001180,06/03/2014,425000.0,3,2.25,1660,6000,1.0,0,0.0,3,7,1110,550.0,1979,1979,98122,47.6113,-122.29700000000001,1440,4080,16224.0,0,0.75,1660.0,0.12384869137971977
3253500160,11/20/2014,317625.0,3,2.75,2770,3809,1.5,0,0.0,5,7,1770,1000.0,1925,1925,98144,47.5747,-122.304,1440,4000,16394.0,0,0.9166666666666666,1846.6666666666667,0.14400005247646222
3394100030,09/09/2014,975000.0,4,2.5,2720,11049,2.0,0,0.0,3,10,2720,0.0,1989,1989,98004,47.5815,-122.19200000000001,2750,11049,16322.0,0,0.625,1360.0,0.06340029823214444
3717000160,10/09/2014,287000.0,4,2.5,2240,4648,2.0,0,0.0,3,7,2240,0.0,2005,2005,98001,47.3378,-122.257,2221,4557,16352.0,0,0.625,1120.0,0.3156012789508077
1274500060,08/25/2014,204000.0,3,1.0,1000,12070,1.0,0,0.0,4,7,1000,0.0,1968,1968,98042,47.3621,-122.11,1010,12635,16307.0,0,0.3333333333333333,1000.0,0.2890287519219269
1802000060,06/12/2014,1330000.0,5,2.25,3200,20158,1.0,0,0.0,3,8,1600,1600.0,1965,1965,98004,47.6303,-122.215,3390,20158,16233.0,0,0.45,3200.0,0.03981594112006221
1525059190,09/12/2014,1040000.0,5,3.25,4770,50094,1.0,0,0.0,4,11,3070,1700.0,1973,1973,98005,47.6525,-122.16,3530,38917,16325.0,0,0.65,4770.0,0.019672946981857207
1049000060,01/05/2015,325000.0,3,2.0,1260,5612,1.0,0,0.0,4,7,1260,0.0,1972,1972,98034,47.7362,-122.179,1640,4745,16440.0,0,0.6666666666666666,1260.0,0.09303671306578548
8820901275,06/10/2014,571000.0,4,2.0,2750,7807,1.5,0,0.0,5,7,2250,500.0,1916,1916,98125,47.7168,-122.287,1510,7807,16231.0,0,0.5,1833.3333333333333,0.13209427317304778
5416510140,07/10/2014,360000.0,4,2.5,2380,5000,2.0,0,0.0,3,8,2380,0.0,2005,2005,98038,47.3608,-122.036,2420,5000,16261.0,0,0.625,1190.0,0.3157690821175014
3444100400,03/16/2015,349000.0,3,1.75,1790,50529,1.0,0,0.0,5,7,1090,700.0,1965,1965,98042,47.3511,-122.073,1940,50529,16510.0,0,0.5833333333333334,1790.0,0.3101505179132697
3276920270,11/05/2014,832500.0,4,4.0,3430,35102,2.0,0,0.0,4,10,2390,1040.0,1986,1986,98075,47.5822,-121.98700000000001,3240,35020,16379.0,0,1.0,1715.0,0.1998542245216781
4036801170,10/13/2014,380000.0,4,1.75,1760,7300,1.0,0,0.0,3,7,880,880.0,1956,1956,98008,47.6034,-122.125,1680,7500,16356.0,0,0.4375,1760.0,0.06572788070834062
2391600320,04/20/2015,480000.0,3,1.0,1040,5060,1.0,0,0.0,3,7,1040,0.0,1941,1941,98116,47.5636,-122.39399999999999,890,5060,16545.0,0,0.3333333333333333,1040.0,0.230826919432813
6300000287,06/09/2014,410000.0,3,1.0,1410,5060,1.0,0,0.0,4,7,910,500.0,1956,1956,98133,47.7073,-122.34,1130,5693,16230.0,0,0.3333333333333333,1410.0,0.17485696387598293
1531000030,03/23/2015,720000.0,4,2.5,3450,39683,2.0,0,0.0,3,10,3450,688.6553678736834,2002,2002,98010,47.342,-122.025,3350,39750,16517.0,0,0.625,1725.0,0.3375072078985713
5104520400,12/02/2014,390000.0,3,2.5,2350,5100,2.0,0,0.0,3,8,2350,0.0,2003,2003,98038,47.3512,-122.008,2350,5363,16406.0,0,0.8333333333333334,1175.0,0.3375234810325902
7437100340,12/22/2014,360000.0,4,2.5,1900,5889,2.0,0,0.0,3,7,1900,0.0,1992,1992,98038,47.349,-122.031,1870,6405,16426.0,0,0.625,950.0,0.3285600800375808
9418400240,10/28/2014,355000.0,2,1.0,2020,6720,1.0,0,0.0,3,7,1010,1010.0,1948,1948,98118,47.5474,-122.291,1720,6720,16371.0,0,0.5,2020.0,0.14864607968296306
1523059105,01/28/2015,356000.0,3,1.5,1680,8712,1.0,0,0.0,3,8,1680,0.0,1964,1964,98059,47.4811,-122.149,1850,8797,16463.0,0,0.5,1680.0,0.16453470176894314
1133000671,06/02/2014,315000.0,3,1.0,960,6634,1.0,0,0.0,3,6,960,0.0,1952,1952,98125,47.7264,-122.31,1570,7203,16223.0,0,0.3333333333333333,960.0,0.1566163248877056
4232902595,11/14/2014,940000.0,3,1.5,2140,3600,2.0,0,0.0,3,9,1900,240.0,1925,1925,98119,47.6337,-122.365,2020,4800,16388.0,0,0.5,1070.0,0.1879148714099178
2599001200,11/03/2014,305000.0,5,2.25,2660,8400,1.5,0,0.0,5,7,2660,0.0,1961,1961,98092,47.2909,-122.189,1590,8165,16377.0,0,0.45,1773.3333333333333,0.3524718106109824
3342103156,06/18/2014,461000.0,3,3.25,2770,6278,2.0,0,0.0,3,9,1980,790.0,2006,2006,98056,47.5228,-122.199,1900,7349,16239.0,0,1.0833333333333333,1385.0,0.12231430373021196
1332700270,05/19/2014,215000.0,2,2.25,1610,2040,2.0,0,0.0,4,7,1610,0.0,1979,1979,98056,47.518,-122.194,1950,2025,16209.0,0,1.125,805.0,0.12628422139238674
3869900162,09/04/2014,335000.0,2,1.75,1030,1066,2.0,0,0.0,3,7,765,265.0,2006,2006,98136,47.5394,-122.387,1030,1106,16317.0,0,0.875,515.0,0.23395264646697286
2791500270,05/22/2014,243500.0,4,2.5,1980,7403,2.0,0,0.0,3,7,1980,0.0,1988,1988,98023,47.2897,-122.37200000000001,1980,7510,16212.0,0,0.625,990.0,0.4035413023233135
5036300431,03/11/2015,1100000.0,5,2.75,3520,6353,2.0,0,0.0,4,10,3520,0.0,2001,2001,98199,47.6506,-122.391,2520,6250,16505.0,0,0.55,1760.0,0.21380452484210039
4168000060,02/26/2015,153000.0,3,1.0,1200,10500,1.0,0,0.0,3,7,1200,0.0,1962,1962,98023,47.321999999999996,-122.351,1350,10500,16492.0,0,0.3333333333333333,1200.0,0.3651284582981355
6021501535,07/25/2014,430000.0,3,1.5,1580,5000,1.0,0,0.0,3,8,1290,290.0,1939,1939,98117,47.687,-122.38600000000001,1570,4500,16276.0,0,0.5,1580.0,0.21322727813358003
6021501535,12/23/2014,700000.0,3,1.5,1580,5000,1.0,0,0.0,3,8,1290,290.0,1939,1939,98117,47.687,-122.38600000000001,1570,4500,16427.0,0,0.5,1580.0,0.21322727813358003
1483300570,09/08/2014,905000.0,4,2.5,3300,10250,1.0,0,0.0,3,7,2390,910.0,1946,1991,98040,47.5873,-122.249,1950,6045,16321.0,1,0.625,3300.0,0.09088341792517758
3422049190,03/30/2015,247500.0,3,1.75,1960,15681,1.0,0,0.0,3,7,1960,0.0,1967,1967,98032,47.3576,-122.277,1750,15616,16524.0,0,0.5833333333333334,1960.0,0.30247355342017995
1099611230,09/12/2014,199000.0,4,1.5,1160,6400,1.0,0,0.0,4,7,1160,0.0,1975,1975,98023,47.3036,-122.37799999999999,1160,6400,16325.0,0,0.375,1160.0,0.39444163303329727
722079104,07/11/2014,314000.0,3,1.75,1810,41800,1.0,0,0.0,5,7,1210,600.0,1980,1980,98038,47.4109,-121.958,1650,135036,16262.0,0,0.5833333333333334,1810.0,0.3194626806098167
7338200240,05/16/2014,437500.0,3,2.5,2320,36847,2.0,0,2.0,3,9,2320,0.0,1992,1992,98045,47.4838,-121.714,2550,35065,16206.0,0,0.8333333333333334,1160.0,0.4899703021664759
1952200240,06/11/2014,850830.0,3,2.5,2070,13241,1.5,0,0.0,5,9,1270,800.0,1910,1910,98102,47.6415,-122.315,2200,4500,16232.0,0,0.8333333333333334,1380.0,0.13768590569385153
5200100125,10/27/2014,555000.0,3,2.0,1980,3478,1.5,0,0.0,4,7,1440,540.0,1929,1929,98117,47.6775,-122.37200000000001,1610,3478,16370.0,0,0.6666666666666666,1320.0,0.1976780018376524
7214720075,12/12/2014,699950.0,3,2.25,2190,107593,2.0,0,0.0,4,8,2190,0.0,1983,1983,98077,47.7731,-122.08,2570,47777,16416.0,0,0.75,1095.0,0.16233191882675593
2450000295,10/07/2014,1090000.0,3,2.5,2920,8113,2.0,0,0.0,3,8,2920,0.0,1950,2010,98004,47.5814,-122.196,2370,8113,16350.0,1,0.8333333333333334,1460.0,0.06453951422969681
6197800045,09/24/2014,290000.0,3,1.0,1210,33919,1.0,0,0.0,3,7,1210,0.0,1954,1954,98058,47.4375,-122.184,1640,14910,16337.0,0,0.3333333333333333,1210.0,0.20578668561908206
1328310370,04/02/2015,375000.0,3,2.5,2340,10005,1.0,0,0.0,4,8,1460,880.0,1978,1978,98058,47.4431,-122.133,2250,8162,16527.0,0,0.8333333333333334,2340.0,0.20492926394570732
546000875,05/23/2014,460000.0,3,1.0,1670,4005,1.5,0,0.0,4,7,1170,500.0,1939,1939,98117,47.6878,-122.38,1240,4005,16213.0,0,0.3333333333333333,1113.3333333333333,0.20752956085034246
3530510041,07/23/2014,188500.0,2,1.75,1240,2493,1.0,0,0.0,4,8,1240,0.0,1985,1985,98198,47.3813,-122.322,1270,4966,16274.0,0,0.875,1240.0,0.2991844517923759
1853000400,03/05/2015,680000.0,4,2.5,3140,28037,2.0,0,0.0,4,10,3140,0.0,1991,1991,98077,47.7304,-122.08200000000001,2990,35001,16499.0,0,0.625,1570.0,0.12920657137387287
3134100116,08/27/2014,470000.0,5,1.75,2030,12342,2.0,0,0.0,4,7,2030,0.0,1942,1942,98052,47.6417,-122.109,2500,9433,16309.0,0,0.35,1015.0,0.06834031677571356
9545230140,07/25/2014,597750.0,4,2.5,2310,9624,2.0,0,0.0,3,8,2310,0.0,1984,1984,98027,47.5386,-122.053,1940,9636,16276.0,0,0.625,1155.0,0.16245976376613935
3362400511,03/04/2015,570000.0,3,1.75,1260,3328,1.0,0,0.0,5,6,700,560.0,1905,1905,98103,47.6823,-122.34899999999999,1380,3536,16498.0,0,0.5833333333333334,1260.0,0.17607679829268724
2525310310,09/16/2014,272500.0,3,1.75,1540,12600,1.0,0,0.0,4,7,1160,231.54789180680368,1980,1980,98038,47.3624,-122.031,1540,11656,16329.0,0,0.5833333333333334,1540.0,0.31661854913090365
6126500060,11/24/2014,329950.0,3,1.75,2080,5969,1.0,0,2.0,3,7,1080,1000.0,1971,1971,98108,47.5474,-122.295,2090,5500,16398.0,0,0.5833333333333334,2080.0,0.15172693370170107
8961960160,10/28/2014,480000.0,4,2.5,3230,16171,2.0,0,0.23386272870808952,3,9,2520,710.0,2001,2001,98001,47.3183,-122.25299999999999,2640,8517,16371.0,0,0.625,1615.0,0.3335757314714822
3626039325,11/21/2014,740500.0,3,3.5,4380,6350,2.0,0,0.0,3,8,2780,554.9164993300985,1900,1900,98117,47.6981,-122.368,1830,6350,16395.0,0,1.1666666666666667,2190.0,0.1984278151266205
3362400431,06/26/2014,518500.0,3,3.5,1590,1102,3.0,0,0.0,3,8,1590,0.0,2010,2010,98103,47.6824,-122.34700000000001,1620,3166,16247.0,0,1.1666666666666667,530.0,0.17414985075684666
4060000240,06/23/2014,205425.0,2,1.0,880,6780,1.0,0,0.0,4,6,880,0.0,1945,1945,98178,47.5009,-122.24799999999999,1190,6780,16244.0,0,0.5,880.0,0.15886531429545594
3454800060,01/08/2015,171800.0,4,2.0,1570,9600,1.0,0,0.0,3,6,1570,0.0,1950,1950,98168,47.4965,-122.303,1880,9000,16443.0,0,0.5,1570.0,0.1931551763226931
1695900060,05/11/2015,535000.0,4,1.0,1610,2982,1.5,0,0.0,4,7,1610,0.0,1925,1925,98144,47.586999999999996,-122.294,1610,4040,16566.0,0,0.25,1073.3333333333333,0.12949603658645797
7278700070,01/02/2015,660000.0,3,2.5,2400,6474,1.0,0,2.0,3,8,1560,840.0,1964,1964,98177,47.7728,-122.38600000000001,2340,10856,16437.0,0,0.8333333333333334,2400.0,0.2456568794284508
6675500070,11/19/2014,391500.0,3,2.0,1450,9132,1.0,0,0.0,3,7,1450,0.0,1987,1987,98034,47.7288,-122.226,1580,9104,16393.0,0,0.6666666666666666,1450.0,0.09849052488234582
3626039187,04/06/2015,395000.0,2,1.0,770,6000,1.0,0,0.0,3,6,770,0.0,1953,1953,98117,47.6999,-122.36399999999999,1710,6000,16531.0,0,0.5,770.0,0.19510292219327519
3524049083,11/04/2014,445000.0,4,1.75,2100,4400,1.5,0,0.0,5,7,1720,380.0,1924,1924,98118,47.5299,-122.266,1850,4400,16378.0,0,0.4375,1400.0,0.14385884214943392
3275860240,06/18/2014,770000.0,3,2.25,2910,10204,2.0,0,0.0,3,9,2910,0.0,1990,1990,98052,47.6897,-122.098,2700,13992,16239.0,0,0.75,1455.0,0.0919598265973517
4389200955,03/02/2015,1450000.0,4,2.75,2750,17789,1.5,0,0.0,3,8,1980,770.0,1914,1992,98004,47.6141,-122.212,3060,11275,16496.0,1,0.6875,1833.3333333333333,0.045254332087454045
4058801670,07/17/2014,445000.0,3,2.25,2100,8201,1.0,0,2.0,3,8,1620,480.0,1967,1967,98178,47.5091,-122.244,2660,8712,16268.0,0,0.75,2100.0,0.14974196898460285
8732020310,07/17/2014,260000.0,4,2.25,2160,8811,1.0,0,0.0,3,8,1360,800.0,1978,1978,98023,47.3129,-122.39,2090,8400,16268.0,0,0.5625,2160.0,0.39282916165728
2331300505,06/13/2014,822500.0,5,3.5,2320,4960,2.0,0,0.0,5,7,1720,600.0,1926,1926,98103,47.6763,-122.352,1700,4960,16234.0,0,0.7,1160.0,0.17778817028026156
7853210060,04/06/2015,430000.0,4,2.5,2070,4310,2.0,0,0.23386272870808952,3,7,2070,0.0,2004,2004,98065,47.5319,-121.85,1970,3748,16531.0,0,0.625,1035.0,0.3457225633204989
3668000070,01/05/2015,212000.0,3,1.75,1060,7875,1.0,0,0.0,4,7,1060,0.0,1986,1986,98092,47.2761,-122.152,1420,7680,16440.0,0,0.5833333333333334,1060.0,0.3679508897602839
9545240070,04/28/2015,660500.0,4,2.25,2010,9603,1.0,0,0.0,3,8,1440,570.0,1986,1986,98027,47.5343,-122.054,2060,9793,16553.0,0,0.5625,2010.0,0.16450954455092923
